,N_img,x_c,y_c,var_ch_1,var_ch_2,var_ch_3,mean_ch_1,mean_ch_2,mean_ch_3
0,crop.jpg,6,7,2.9376456464938903,11.245480545159241,15.676452934114824,252.890756302521,219.4327731092437,215.71008403361344
1,crop.jpg,22,7,5.754959830461801,5.774451934244082,6.728702960931982,253.14186851211073,226.6089965397924,223.38754325259515
2,crop.jpg,41,7,3.8426237685496947,25.417406387103355,19.986554659955335,253.62962962962962,232.1010101010101,231.47138047138048
3,crop.jpg,58,7,4.040678080915849,40.20000338701757,22.97119341563786,253.440329218107,244.31687242798353,242.55555555555554
4,crop.jpg,76,10,1.4920634920634916,7.230300132146586,9.562569094153154,254.0952380952381,252.13832199546485,248.0453514739229
5,crop.jpg,98,9,5.038798540627607,8.40422383512197,26.442430476042624,253.40748898678413,251.4339207048458,246.5374449339207
6,crop.jpg,117,13,3.1131231409875073,30.090190362879234,45.01475312314099,254.11707317073171,245.40731707317073,247.17073170731706
7,crop.jpg,130,7,7.338947368421051,46.81927977839335,33.53875346260388,252.2,223.3578947368421,229.94210526315788
8,crop.jpg,142,10,8.856644610969386,36.4130859375,14.17743542729592,251.47767857142858,200.34375,216.12053571428572
9,crop.jpg,155,7,1.3995288710140767,11.061005458201667,13.427474863544958,253.16610169491526,184.59661016949153,203.67118644067796
10,crop.jpg,171,7,0.9621068640955004,3.7657110881542697,2.770144628099174,253.49621212121212,180.9431818181818,194.3409090909091
11,crop.jpg,8,23,2.8058221245873005,10.720725581634357,7.016944797728702,253.02508960573476,227.0573476702509,223.37992831541217
12,crop.jpg,25,23,5.555640992780554,14.706651287966164,18.672519116579096,252.26797385620915,236.13725490196077,231.9738562091503
13,crop.jpg,60,25,0.5885487528344672,7.858565759637189,24.38149659863946,254.26190476190476,253.30238095238096,244.54285714285714
14,crop.jpg,131,24,0.9502040816326529,34.158367346938775,30.18692211578508,254.31428571428572,230.6,240.79591836734693
15,crop.jpg,41,26,0.918257506477671,13.78722755677488,5.941015089163237,253.81172839506172,250.12345679012347,243.4814814814815
16,crop.jpg,170,23,0.6696727945427218,11.085443403861717,5.088680772343623,254.2688172043011,181.6021505376344,197.1720430107527
17,crop.jpg,156,25,3.339753246505597,21.025037661371826,19.031711828531115,252.1353711790393,185.23144104803492,204.94323144104803
18,crop.jpg,131,31,18.98485492613455,127.239212456159,238.1682431714316,250.7319587628866,209.7164948453608,222.5979381443299
19,crop.jpg,84,26,16.169375,461.65464843750004,549.0050683593751,252.425,223.81875,204.934375
20,crop.jpg,154,36,4.098953168044077,21.77946740128558,17.287566574839303,250.12727272727273,200.71515151515152,218.2969696969697
21,crop.jpg,82,38,60.862517349696844,87.39632186427059,99.54898093359633,239.83760683760684,161.2094017094017,145.17948717948718
22,crop.jpg,124,40,39.72107694215388,95.08452166904334,156.20757641515283,241.2795275590551,171.3740157480315,182.0708661417323
23,crop.jpg,117,43,94.98387633769323,62.329417360285376,86.46092746730082,239.84827586206896,148.12413793103448,147.2896551724138
24,crop.jpg,7,40,3.8257462185047717,6.916822613496552,7.9316591019530405,251.81028938906752,235.2186495176849,230.3118971061093
25,crop.jpg,23,42,0.4246031746031746,12.157908741727983,6.370401221713174,254.45238095238096,244.95578231292518,240.0612244897959
