,N_img,x_c,y_c,var_ch_1,var_ch_2,var_ch_3,mean_ch_1,mean_ch_2,mean_ch_3
24,crop.jpg,47,86,80.00992544009401,103.58419263582874,87.73039906043978,149.85046728971963,112.2786745964316,95.79949022939677
25,crop.jpg,166,92,103.50764425617649,102.89352310594381,104.78152639237533,101.58764367816092,30.012452107279692,29.870210727969347
26,crop.jpg,120,91,68.85590283829443,66.47175087336,77.30577613979905,123.91468101460416,48.448116833205226,42.42966948501153
27,crop.jpg,242,101,54.84072062559074,59.05582282313328,44.76798610290643,92.51766304347827,26.889945652173914,25.120923913043477
28,crop.jpg,288,91,270.35522168578177,518.7769649181987,361.42506114015856,128.36525974025975,80.41558441558442,66.30194805194805
29,crop.jpg,406,94,30.482356257225508,69.95047817520583,40.21675354496866,139.28184110970997,86.13177805800757,78.47856242118537
30,crop.jpg,15,102,89.58120092310554,107.22073563513784,112.62523359973247,164.52116234996842,142.42324699936827,120.43840808591283
31,crop.jpg,353,99,107.50338923334394,130.8440079024667,111.72201465029622,180.72994129158513,148.12084148727985,126.29109589041096
32,crop.jpg,198,119,223.15282720188875,247.90527985109247,253.08261142014564,112.09199522102747,40.60095579450418,41.08363201911589
33,crop.jpg,400,132,108.7752346294096,143.0915377037195,141.83556984504972,164.6529060293319,126.25475285171103,106.70179250407388
34,crop.jpg,62,125,296.1213482268001,214.0459011246901,243.8462197122068,135.88218224027858,80.94660475914104,69.32675565873477
35,crop.jpg,274,125,59.81254044082457,51.73125399187268,51.287769511229456,108.776401179941,34.677286135693215,31.643657817109144
36,crop.jpg,121,123,62.446559764384396,58.07894051775209,52.56311202858233,100.65895610913404,28.041518386714117,22.38552787663108
37,crop.jpg,339,120,195.31576182870464,180.96212417252906,173.82913730584337,111.77097729516288,59.449160908193484,45.618953603158936
38,crop.jpg,309,128,61.263771545165014,56.36983312543668,47.84660037788132,112.10766045548654,41.88819875776397,38.013802622498275
39,crop.jpg,22,139,233.55435532751224,188.0280348504311,252.6286708760379,157.3768115942029,123.23257418909593,110.46997929606626
40,crop.jpg,159,139,191.66859880552596,186.31194291811616,170.64495565967545,119.1322869955157,41.5554932735426,39.82062780269058
41,crop.jpg,89,140,219.90276548972446,186.48158434971623,197.95772533140777,123.75117739403454,59.81318681318681,51.12166405023548
42,crop.jpg,236,138,110.57933944771084,84.57136063543811,87.83119262323066,112.8865692414753,36.37021572720946,34.56367432150313
43,crop.jpg,359,157,121.19462218427314,104.54291055265082,111.46900094404151,97.91504329004329,37.48051948051948,28.679112554112553
44,crop.jpg,392,172,81.42098269232865,113.23008062632445,123.34932305111698,136.57095709570956,96.18866886688669,69.8052805280528
45,crop.jpg,318,167,25.222668027904437,26.179590905638815,23.567561326461384,100.48173636844892,29.078877713075702,30.67390153520381
46,crop.jpg,206,166,131.15714266666666,105.79911955555555,117.40801599999999,125.782,44.53933333333333,42.228
47,crop.jpg,42,182,71.26465107517338,76.96752457374562,74.90166300528134,141.86495925494762,95.82305005820722,87.20605355064028
48,crop.jpg,75,164,69.67487295236141,62.514546014158206,65.75206593481755,112.14502923976609,48.617543859649125,41.45497076023392
49,crop.jpg,123,170,68.0950983506896,68.71657981804614,68.74468574028928,100.24047754405912,29.61000568504832,23.29789653212052
50,crop.jpg,167,178,50.73648474339797,48.64559228917699,49.48915286386954,105.63806187974313,29.18096906012843,24.799182720373615
51,crop.jpg,275,172,67.64685574408509,64.06101524183536,65.00272574382095,109.2053412462908,31.748961424332343,29.653412462908012
52,crop.jpg,16,182,302.10973778490256,318.9178827567561,316.70869588456,173.2841973766396,132.8575890068707,126.32042473454091
53,crop.jpg,73,190,903.9782429650647,817.0042878755562,787.7882220822316,142.7955456570156,79.23251670378619,72.87795100222718
54,crop.jpg,240,179,108.36857650491326,116.0743913362293,122.40979454407069,121.5976368159204,37.05783582089552,35.75559701492537
55,crop.jpg,391,207,135.66931576173178,180.50460937326858,153.61167849844153,168.03295978905734,136.72050098879367,114.48516809492419
56,crop.jpg,336,203,143.36739841174804,219.97271609429953,156.2992146550738,158.76520359598095,116.15864621893178,95.65415124272872
57,crop.jpg,152,210,120.9038211894844,116.33471999359794,113.75250183127366,123.5751854349292,54.07619689817937,46.962913014160485
58,crop.jpg,292,197,53.73429011042877,84.6384838018122,57.231794531967466,116.64575645756457,52.84747847478475,49.14268142681427
59,crop.jpg,106,219,646.9255953570982,561.199867241484,581.6600225946376,122.82476103777879,59.69685935366409,50.61720527992718
60,crop.jpg,204,208,244.38862998405494,171.76527593285832,186.4843174318393,120.57613814756672,48.85164835164835,42.816326530612244
61,crop.jpg,240,214,194.90628916443347,126.27923880038477,132.96332388154542,135.5879556259905,69.73058637083993,60.12678288431062
62,crop.jpg,321,227,165.8373841558273,157.41568551938826,137.14409840913882,184.8316920322292,151.87242614145032,126.17457475380483
63,crop.jpg,408,228,46.845128567179806,59.12946801822994,42.62222836025056,128.22785768357306,88.1672975018925,78.97199091597275
64,crop.jpg,51,234,94.33972789572694,107.68293738242407,83.288644853534,158.15819672131147,132.85737704918031,109.6483606557377
65,crop.jpg,18,229,120.06295384234998,102.491206821354,134.34376152233835,185.5180802103879,170.7251808021039,140.64365548980933
66,crop.jpg,200,238,188.84476001283397,130.99548482523585,153.1961836758597,141.18653489808523,84.29647930821494,69.15194564546016
67,crop.jpg,107,241,210.54285625007924,206.37664410224454,188.44938628636223,138.407133243607,87.94616419919247,74.07873485868102
68,crop.jpg,167,241,76.30350970453394,70.46188689981507,81.60352355567534,123.42969984202212,62.18483412322275,48.71484992101106
69,crop.jpg,247,241,84.23886585884354,118.73896821460065,96.44535678854876,165.65178571428572,129.6140873015873,109.67559523809524
70,crop.jpg,277,248,91.00096515791276,105.79741097240509,75.09541113345378,190.93397231096912,161.96379126730565,135.85623003194888
71,crop.jpg,360,241,66.07474451917199,120.61524887544763,88.65865468599877,145.99532710280374,106.07126168224299,90.19392523364486
72,crop.jpg,14,265,49.4323742868425,62.91543807273865,52.06540284037527,171.4538745387454,142.07841328413284,124.05350553505535
73,crop.jpg,56,270,109.29657775018907,136.7174587022684,107.4777895977,180.82036278525453,166.1655939145699,134.65242832065536
74,crop.jpg,400,264,31.486751890870007,23.20261852734686,20.814964198700697,119.67247820672478,75.35429638854296,71.96326276463263
75,crop.jpg,357,265,30.86086925231418,32.059563922690124,20.366146493283402,128.11136712749615,79.05145929339477,74.01459293394777
76,crop.jpg,134,261,181.62521966099447,184.29968667224185,167.48454083944577,181.35796545105566,141.2024952015355,121.70921305182341
77,crop.jpg,208,270,91.55082571610941,84.29250694360584,78.90669136873443,158.18210361067503,128.55494505494505,98.90345368916797
78,crop.jpg,280,279,75.12676901664123,112.30612571777846,69.27304393291959,160.3202170963365,118.36906377204885,103.86838534599728
79,crop.jpg,316,269,59.54242854722465,63.368279105683655,43.64627699435676,135.07942238267148,85.80776173285199,77.32761732851985
80,crop.jpg,99,280,174.84454975762793,86.54900000298706,139.263636366105,182.23866597186034,162.9843668577384,133.55966649296508
81,crop.jpg,240,280,41.31406179630147,85.05977575009456,49.67872225189894,178.97596504005827,152.62709395484342,128.88201019664967
82,crop.jpg,159,283,64.67425913869599,67.60804578993056,67.36419677734375,141.03298611111111,116.86979166666667,86.72135416666667
83,crop.jpg,130,303,128.68764693909316,134.4305331593252,109.98215251254175,151.30034602076125,132.57024221453287,106.05121107266436
84,crop.jpg,365,299,28.461329986864325,10.307307187089512,8.42256098705198,123.27876712328766,73.88493150684931,73.9472602739726
85,crop.jpg,286,303,44.9236579621041,49.839088497983255,35.41978794286933,146.31888798037613,92.70727718724449,90.0613246116108
86,crop.jpg,326,301,35.512064068798715,20.030880300994358,24.483971405536142,137.02688524590164,82.32983606557377,79.28393442622951
87,crop.jpg,47,304,63.82811738026381,86.26110592721815,67.48458893476658,165.33030027297542,135.0063694267516,114.56869881710647
88,crop.jpg,404,301,21.493826024083514,19.940447006349014,19.43809665074326,111.21339779005525,72.43439226519337,67.37223756906077
89,crop.jpg,15,300,44.357208093197166,46.055394510437154,45.40352896378561,170.4331641285956,132.65397631133672,117.47884940778341
90,crop.jpg,179,303,81.94267027393269,69.04737148718988,76.92426878458987,158.90836298932385,137.6832740213523,112.81583629893238
91,crop.jpg,80,306,105.01374859708196,116.70536169778595,86.57525858330781,168.22222222222223,148.2171717171717,123.42550505050505
92,crop.jpg,247,308,69.43223174191421,92.1329552606045,81.16008472541664,136.51132300357568,91.85578069129916,82.58760429082241
93,crop.jpg,212,307,128.5897300364456,114.59219118730414,89.99632353451229,155.5429917550059,126.26855123674912,112.43698468786808
