,N_img,x_c,y_c,var_ch_1,var_ch_2,var_ch_3,mean_ch_1,mean_ch_2,mean_ch_3
0,crop.jpg,16,27,30.920596801426427,56.407623677891394,64.05640479145823,212.09237536656892,160.99902248289345,118.82649071358749
1,crop.jpg,56,17,10.844223130154258,31.448461739191135,12.737165855946136,226.766598220397,185.29226557152634,135.6659822039699
2,crop.jpg,83,29,45.165662128030185,48.56930317898099,62.58883762519959,233.13927710843373,211.01831325301205,150.47903614457832
3,crop.jpg,134,21,72.09603770920133,58.82899000776781,63.16644940329073,235.42773109243697,216.30126050420168,181.62100840336134
4,crop.jpg,187,19,58.42525427275065,66.40750593313048,112.85063432188953,235.6557457212714,217.84107579462102,195.10709046454767
5,crop.jpg,233,24,56.542085440328805,130.27097298873124,187.2569361772556,241.19523373052246,227.1640696608616,219.65857011915674
6,crop.jpg,286,18,22.7068840741568,80.47507198956832,94.30286449057948,229.43636363636364,211.97542997543,199.8058968058968
7,crop.jpg,336,30,273.2740951517358,782.7882664314621,570.0391083107098,207.73019801980197,176.02510608203679,166.67680339462518
8,crop.jpg,399,15,31.327964330556924,92.9292980681765,166.0016788732624,210.78601997146933,191.19828815977175,167.2639087018545
9,crop.jpg,443,29,270.40420943615044,281.3249838513966,332.62349707312853,168.94676494676494,131.46560196560196,94.24570024570025
10,crop.jpg,381,39,17.47520570102132,61.30920255951336,62.4674940093627,221.90105433901056,209.720600162206,197.46147607461475
11,crop.jpg,459,60,120.68313976949895,185.06147450849042,140.23657024793388,136.5099431818182,88.34588068181819,59.82954545454545
12,crop.jpg,421,77,72.85683008188666,125.73174636447725,251.36972673790117,206.7348976535197,189.01248127808287,157.93509735396904
13,crop.jpg,32,68,80.30637511111112,74.08832098765431,78.33568711111113,220.144,188.01111111111112,128.70133333333334
14,crop.jpg,153,53,544.0016280367695,1234.886320286289,934.5184303918828,200.318615330272,149.8890851289297,151.03426351112682
15,crop.jpg,271,61,109.65347355636673,126.32825866738195,111.23156407048005,150.1365227537923,71.01458576429405,77.41773628938157
16,crop.jpg,65,76,77.65845606116146,170.8070559616535,200.79831427428263,222.11260053619304,195.45129579982128,167.2064343163539
17,crop.jpg,317,64,79.62081065866016,93.68142756614748,97.18653546631637,144.4794520547945,65.90890410958905,71.02123287671233
18,crop.jpg,193,82,282.12853687644315,244.12546441173293,254.14592771107502,162.0882949932341,76.63531799729364,84.07273342354533
19,crop.jpg,232,76,272.96893037277783,220.52116965918984,279.9053492460973,178.18795620437956,99.48905109489051,107.94160583941606
20,crop.jpg,139,85,99.85433120288633,50.877020153491365,55.27335768572703,142.33890845070422,54.90757042253521,58.52024647887324
21,crop.jpg,402,163,720.7504852834877,1531.9976194634737,1109.4507839167159,186.19065100342632,141.68722466960352,137.6079295154185
22,crop.jpg,363,94,93.96912727242163,120.88002450456013,129.490408875434,135.5799825174825,58.29676573426573,63.81424825174825
23,crop.jpg,77,105,294.2780288086099,682.7205209676722,606.0751170417344,147.2220893141946,73.59768740031897,74.62081339712918
24,crop.jpg,322,101,51.61399536029402,46.95825567907832,45.32015844726244,133.87725631768953,44.6173285198556,53.25361010830325
25,crop.jpg,13,117,223.96280119745444,194.16096272163148,202.8727185255186,203.15269922879176,169.13778920308482,123.33521850899743
26,crop.jpg,451,131,494.6165694874248,569.3661243048022,657.6598033160416,172.7432915921288,140.38223017292785,94.7638640429338
